"T.ms","PAA.X.radsec^2","PAA.Y.radsec^2","PAA.Z.radsec^2","PAA.R.radsec^2","PAV.X.radsec","PAV.Y.radsec","PAV.Z.radsec","PAV.R.radsec","PLA.X.msec^2","PLA.Y.msec^2","PLA.Z.msec^2","PLA.R.msec^2","PLV.X.msec","PLV.Y.msec","PLV.Z.msec","PLV.R.msec"
 47.1875, -158.571,   2.955, 161.944, 226.670,   -1.875,   0.105,  -5.177,   5.507,  -26.967, -15.992,  25.092,  40.156,    0.000,   0.000,   0.000,   0.000
 47.5000, -142.185,   2.080, 151.286, 207.626,   -1.926,   0.106,  -5.123,   5.474,  -26.670, -14.897,  25.188,  39.593,    0.000,   0.000,   0.000,   0.000
 47.8125, -125.624,   1.384, 138.873, 187.268,   -1.971,   0.107,  -5.072,   5.443,  -26.368, -13.827,  25.279,  39.058,    0.000,   0.000,   0.000,   0.000
 48.1250, -109.880,   0.853, 125.771, 167.010,   -2.009,   0.107,  -5.027,   5.415,  -26.087, -12.856,  25.360,  38.587,    0.000,   0.000,   0.000,   0.000
 48.4375,  -96.096,   0.474, 113.353, 148.605,   -2.040,   0.107,  -4.990,   5.392,  -25.850, -12.051,  25.424,  38.208,    0.000,   0.000,   0.000,   0.000
 48.7500,  -85.368,   0.230, 103.081, 133.841,   -2.062,   0.107,  -4.962,   5.374,  -25.673, -11.459,  25.470,  37.936,    0.000,   0.000,   0.000,   0.000
 49.0625,  -78.432,   0.097,  96.124, 124.062,   -2.075,   0.107,  -4.945,   5.363,  -25.565, -11.098,  25.496,  37.773,    0.000,   0.000,   0.000,   0.000
 49.3750,  -75.247,   0.045,  92.823, 119.491,   -2.081,   0.107,  -4.937,   5.358,  -25.517, -10.941,  25.507,  37.702,    0.000,   0.000,   0.000,   0.000
 49.6875,  -74.524,   0.034,  92.058, 118.442,   -2.082,   0.107,  -4.935,   5.357,  -25.507, -10.906,  25.510,  37.687,    0.000,   0.000,   0.000,   0.000

